0,0,3.43419e-06,2440,122.864,375.139
1,0,2.82478e-06,2440,-10.919,-391.958
2,0,3.17209e-06,2440,119.622,-377.003
3,0,2.51976e-06,2440,-12.1753,-387.142
4,0,2.33676e-06,2440,381.869,-32.1012
5,0,3.14317e-06,2440,312.449,-238.718
6,0,2.79345e-06,2440,-134.389,364.027
7,0,2.37573e-06,2440,-150.796,352.156
8,0,2.78431e-06,2440,254.219,293.815
9,0,2.86095e-06,2440,-264.568,285.008
10,0,2.38013e-06,2440,-136.183,-361.213
11,0,3.08259e-06,2440,177.486,-352.103
12,0,3.22228e-06,2440,97.2306,-385.115
13,0,2.94247e-06,2440,-384.372,-83.9598
14,0,3.18075e-06,2440,363.601,146.787
15,0,2.68139e-06,2440,-3.84035,-391.64
16,0,3.40091e-06,2440,193.619,343.682
17,0,2.64318e-06,2440,132.138,-365.809
18,0,2.46093e-06,2440,-363.761,-130.614
19,0,2.48758e-06,2440,-214.05,318.928
20,0,3.12185e-06,2440,-314.902,234.918
21,0,2.75397e-06,2440,363.12,-143.015
22,0,2.66584e-06,2440,348.24,-168.622
23,0,3.05206e-06,2440,286.391,-271.957
24,0,2.14014e-06,2440,64.1996,-379.486
25,0,2.85782e-06,2440,-68.3978,-388.037
26,0,2.13983e-06,2440,-241.139,297.608
27,0,2.53371e-06,2440,305.005,232.32
28,0,3.18635e-06,2440,51.263,-391.841
29,0,2.47765e-06,2440,53.6055,-384.669
30,0,3.14233e-06,2440,99.7009,-383.403
31,0,2.15217e-06,2440,130.979,359.509
32,0,2.3825e-06,2440,-183.198,-341.704
33,0,3.25507e-06,2440,267.686,-292.582
34,0,2.87728e-06,2440,-23.6886,-393.19
35,0,2.83106e-06,2440,81.5353,-384.963
36,0,2.57718e-06,2440,382.679,37.1416
37,0,2.84139e-06,2440,162.948,350.825
38,0,2.45551e-06,2440,-383.893,48.4243
39,0,3.32598e-06,2440,313.124,236.899
40,0,2.64411e-06,2440,-146.001,-360.589
41,0,3.17908e-06,2440,313.696,-241.757
42,0,2.15577e-06,2440,92.1145,-375.77
43,0,2.61505e-06,2440,255.927,286.518
44,0,2.15072e-06,2440,73.5317,375.973
45,0,2.57738e-06,2440,330.67,197.284
46,0,2.56486e-06,2440,-303.7,-242.618
47,0,2.70318e-06,2440,345.031,-179.646
48,0,2.6806e-06,2440,-68.1481,381.153
49,0,3.1334e-06,2440,-394.126,27.2887
50,0,3.35451e-06,2440,-205.081,-343.575
51,0,2.09374e-06,2440,94.3116,-375.604
52,0,3.06427e-06,2440,23.0673,-393.768
53,0,2.83342e-06,2440,215.703,322.88
54,0,3.17192e-06,2440,147.536,-367.002
55,0,2.90587e-06,2440,177.043,347.233
56,0,2.91458e-06,2440,164.293,352.461
57,0,2.46428e-06,2440,-350.867,158.52
58,0,2.28585e-06,2440,276.59,-265.819
