0,2805,2.44539e-06,8299.61,4433.35,5719.87
1,2353,3.15964e-06,6761.18,-6121.85,275.023
2,1656,3.41001e-06,8459.17,-3473.73,-6877.5
3,1558,3.01682e-06,8968.63,-1967.16,-7819.07
4,1500,2.369e-06,9085.33,168.868,-7977.45
5,2755,3.12176e-06,7784.91,-4689,5224.99
6,1704,2.37301e-06,8261.01,3687.32,-6210.55
7,2407,2.33743e-06,7007.19,5861.91,1651.38
8,2606,3.28341e-06,7293.59,5420.4,3636.32
9,3060,2.05364e-06,9122.77,-79.1375,7981.51
10,2804,2.1564e-06,8230.77,3654.03,6172.7
11,2207,3.29119e-06,6757.85,6011.01,-698.112
12,1657,2.55207e-06,8663.9,-3239.29,-6958.35
13,3059,2.79185e-06,9078.62,-805.634,8019.86
14,2353,3.39748e-06,6710.39,-6068.34,811.387
15,2006,2.25242e-06,7212.83,5714.26,-2602.78
16,3002,3.23295e-06,9079.7,1654.12,7981.11
17,2453,2.76536e-06,6879.71,-5991.15,1410.37
18,1503,3.39857e-06,9162.96,2568.79,-7885.29
19,2207,2.53162e-06,6809.43,5925.01,-529.753
20,1603,2.72792e-06,8573.87,3057.52,-6950.08
21,1954,2.28275e-06,7303.53,-5271.48,-3720.43
22,2705,2.3275e-06,7826.15,4891.79,4737.28
23,3001,2.5514e-06,9118.67,810.145,7971.17
24,3001,3.03463e-06,9276.77,524.096,8271.62
25,1954,2.79998e-06,7284.39,-5504.09,-3512.59
26,2856,3.18221e-06,8223.9,-4024.25,6232.26
27,2606,3.12364e-06,7495.26,5213.1,4176.06
28,3059,2.5318e-06,9216.93,-607.809,8080.36
29,2654,3.38333e-06,7243.85,-5356.99,3842.7
30,2855,3.37939e-06,8018.18,-4527.23,5704.19
31,1806,3.3839e-06,7697.22,5247.3,-4530.5
32,2407,2.76758e-06,7002.15,5881.39,1843.91
33,2903,3.04681e-06,8807.52,2554.66,7430.37
34,2006,2.33089e-06,7272.12,5804.39,-2525.67
35,2506,2.27841e-06,7193.55,5628.52,2723.6
36,1657,2.97834e-06,8541.49,-3008.06,-7065.79
37,2453,2.72861e-06,6871.47,-5894,1719.38
38,1603,2.38052e-06,8578.01,2965.64,-6899.44
39,2903,2.85395e-06,8809.5,3355.19,7047.9
40,1656,2.58114e-06,8561.49,-3661.9,-6657.94
41,1854,3.17122e-06,7656.2,-5153.33,-4647.63
42,2207,2.03775e-06,6924.63,5969.62,-786.091
43,1657,2.04976e-06,8639.89,-2631.99,-7140.51
44,1705,2.43569e-06,8233.37,4305.65,-5770.83
45,2407,2.50925e-06,7082.24,5888.39,1873.62
46,2407,2.91126e-06,6902.61,5912.09,1534.01
47,1603,3.25658e-06,8628.47,3225.06,-7069.18
48,2054,2.17303e-06,7223.61,-5723.75,-2830.28
49,2353,2.98555e-06,6787.79,-6116.53,256.097
50,1805,2.48084e-06,7730.87,4723.52,-4846.01
51,2755,2.36351e-06,7987.15,-4524.05,5375.9
52,3001,2.64494e-06,9357.03,1449.65,8117.74
53,1559,2.74055e-06,9088.09,-677.172,-8056
54,1559,2.69831e-06,9018.43,-890.599,-7965.45
55,3059,2.99184e-06,9044.44,-1066.18,8013.95
56,2956,3.07913e-06,8555.78,-3699.35,6744.16
57,2706,3.29556e-06,7908.22,5160.22,4855.39
58,2107,2.28455e-06,7170.19,6127.21,-1169.71
59,2107,2.35531e-06,7035.45,5985.98,-1265.43
60,1657,3.21522e-06,8538.98,-2992.25,-7126.85
61,1500,2.47885e-06,9194.04,-380.204,-8091.23
62,2902,2.20028e-06,8888.16,2037.93,7487.49
63,2353,2.14602e-06,6803.02,-5961.62,767.05
64,1704,3.04578e-06,8227.62,3992.16,-6173.56
65,1501,2.40413e-06,9121.98,686.682,-7976.62
66,1603,2.54036e-06,8645.49,2624.84,-7140.55
67,2654,3.06998e-06,7284.04,-5479.43,3621.12
68,1502,3.08341e-06,9158.17,2330.54,-7874.91
69,2856,3.08655e-06,8282.66,-3810.24,6400.46
70,2107,3.3956e-06,6840.3,5913.91,-1675.42
71,2453,2.17951e-06,6955.8,-5988.94,1377.68
72,2054,2.51622e-06,7251.07,-5760.58,-2873.01
73,2506,3.05927e-06,7234.64,5695.5,2984.77
74,2006,2.52001e-06,7194.63,5677.99,-2707.07
75,1704,2.21153e-06,8186.56,3946.61,-5968.53
76,2755,2.2685e-06,7896.58,-5051.57,4777.02
77,2207,3.00855e-06,6865.45,6091.02,-123.712
78,2957,2.63001e-06,8591.38,-2731.2,7093.38
79,1657,2.15799e-06,8571.85,-2760.66,-7030.46
80,2904,3.41256e-06,8541.9,3591.94,6803.42
81,2153,3.06181e-06,6921.91,-5969.68,-1884.87
82,1656,3.28929e-06,8380.65,-3754.04,-6713.88
83,1705,3.42581e-06,8000.87,4392.95,-5733.03
84,2453,3.37741e-06,6769.23,-6046.48,1436.82
85,1501,2.56934e-06,9061.4,734.285,-8016.61
86,2903,2.34214e-06,8682.27,2634.89,7012.66
87,2153,3.24094e-06,6742.01,-6036.36,-1384.79
88,2453,2.89892e-06,6929.95,-6145.71,1265.73
89,3059,3.2814e-06,9106.36,-676.027,8118.82
90,1755,2.10074e-06,8108.12,-4684.62,-5518.82
91,2053,3.26345e-06,6972.89,-5914.34,-2483.86
92,2506,3.13337e-06,7369.9,5647.67,3182.4
93,2804,2.04331e-06,8303.17,4087.45,5856.97
94,1755,2.33178e-06,8299.76,-4258.72,-6058.22
95,3001,3.25987e-06,9199.86,1363.33,8073.47
96,2804,2.14351e-06,8260.02,4009.34,5868.49
97,2353,2.5247e-06,6872.11,-6149.99,185.272
98,2407,2.86991e-06,6971.85,5890.45,1542.45
99,3000,2.73897e-06,9153.56,239.456,8030.48
100,1705,2.26101e-06,8264,4290.19,-5807.07
101,1501,3.05491e-06,9111.01,1350.08,-8105.29
